课程编号,学院,课程名称,班级,学分,学时,主讲教师,教室1,星期几1,节次1,周次1,教室2,星期几2,节次2,周次2,教室3,星期几3,节次3,周次3,教室4,星期几4,节次4,周次4,教室5,星期几5,节次5,周次5,教室6,星期几6,节次6,周次6,教室7,星期几7,节次7,周次7,教室8,星期几8,节次8,周次8,教室9,星期几9,节次9,周次9,教室10,星期几10,节次10,周次10,教室11,星期几11,节次11,周次11,教室12,星期几12,节次12,周次12,教室13,星期几13,节次13,周次13
141013,马克思主义学院,马克思主义与当代科技,33班,1.0,16,丁中正,创新港校区-5-1W101,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,34班,1.0,16,刘小溪,创新港校区-5-6043,1,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,35班,1.0,16,胡晓迪,创新港校区-5-7043,3,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,36班,1.0,16,孙萍萍,创新港校区-5-1005,3,1-2,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,37班,1.0,16,张科豪,创新港校区-5-3107,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,39班,1.0,16,胡晓迪,创新港校区-5-7043,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,40班,1.0,16,孙萍萍,创新港校区-5-1005,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,41班,1.0,16,丁中正,创新港校区-5-7107,3,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,42班,1.0,16,张科豪,创新港校区-5-3107,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,43班,1.0,16,马小虎,创新港校区-5-7107,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,44班,1.0,16,郭怡菲,创新港校区-5-5107,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,45班,1.0,16,景奎,创新港校区-5-4106,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,47班,1.0,16,胡晓迪,创新港校区-5-7043,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,48班,1.0,16,张心仪,创新港校区-5-6106,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,49班,1.0,16,刘小溪,创新港校区-5-6043,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,50班,1.0,16,王舒傲,创新港校区-3-6001,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,51班,1.0,16,孙萍萍,创新港校区-5-1005,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,52班,1.0,16,李重,创新港校区-5-2025,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,53班,1.0,16,张科豪,创新港校区-5-3107,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,54班,1.0,16,马小虎,创新港校区-5-7107,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,55班,1.0,16,郭怡菲,创新港校区-5-5107,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,56班,1.0,16,景奎,创新港校区-5-4106,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,58班,1.0,16,胡晓迪,创新港校区-5-7043,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,59班,1.0,16,张心仪,创新港校区-5-6106,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,60班,1.0,16,刘小溪,创新港校区-5-6043,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,61班,1.0,16,王舒傲,创新港校区-3-6001,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,62班,1.0,16,孙萍萍,创新港校区-5-1005,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,63班,1.0,16,李重,创新港校区-5-2025,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,64班,1.0,16,唐敏,雁塔校区-解剖楼-解南,5,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,65班,1.0,16,张科豪,雁塔校区-病理楼-病北,5,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,66班,1.0,16,景奎,雁塔校区-解剖楼-解北,5,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,67班,1.0,16,张科豪,雁塔校区-病理楼-病北,5,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141013,马克思主义学院,马克思主义与当代科技,68班,1.0,16,景奎,雁塔校区-解剖楼-解北,5,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,1班,2.0,32,苏玉波,创新港校区-5-1W105,1,5-6,1-8,创新港校区-1-6060,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,2班,2.0,32,陈建兵,创新港校区-5-1W103,1,5-6,1-8,创新港校区-5-1W103,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,3班,2.0,32,杜晓燕,创新港校区-3-6011,1,5-6,1-8,创新港校区-3-6011,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,4班,2.0,32,曹芳,创新港校区-19-3110,1,5-6,1-8,创新港校区-19-3110,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,5班,2.0,32,靳小勇,创新港校区-19-4110,1,5-6,1-8,创新港校区-19-4110,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,6班,2.0,32,王哲,创新港校区-19-2097,1,5-6,1-8,创新港校区-19-2097,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,7班,2.0,32,王书吟,创新港校区-19-5111,1,5-6,1-8,创新港校区-19-5111,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,8班,2.0,32,张振,创新港校区-5-1W103,1,7-8,1-8,创新港校区-5-1W103,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,9班,2.0,32,宋希斌,创新港校区-3-6011,1,7-8,1-8,创新港校区-3-6011,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,10班,2.0,32,刘源,创新港校区-19-3110,1,7-8,1-8,创新港校区-19-3110,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,11班,2.0,32,李园园,创新港校区-19-4110,1,7-8,1-8,创新港校区-19-4110,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,12班,2.0,32,梁军,创新港校区-19-2097,1,7-8,1-8,创新港校区-19-2097,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,13班,2.0,32,王维国,创新港校区-5-1W105,1,7-8,1-8,创新港校区-1-6060,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,14班,2.0,32,刘占虎,创新港校区-1-5057,1,5-6,1-8,创新港校区-1-5057,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,15班,2.0,32,赵斌,创新港校区-5-7107,1,5-6,9-16,创新港校区-5-7107,3,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,16班,2.0,32,王永香,创新港校区-5-7043,1,5-6,9-16,创新港校区-5-7043,3,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,17班,2.0,32,冯峥,创新港校区-5-7107,1,7-8,9-16,创新港校区-5-7107,3,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,18班,2.0,32,李家胜,创新港校区-5-7043,1,7-8,9-16,创新港校区-5-7043,3,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,19班,2.0,32,李天姿,兴庆校区-主楼B-203,1,5-6,1-8,兴庆校区-主楼B-203,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,20班,2.0,32,李天姿,兴庆校区-主楼B-203,1,7-8,1-8,兴庆校区-主楼B-203,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,21班,2.0,32,樊晓燕,兴庆校区-主楼B-203,1,5-6,9-16,兴庆校区-主楼B-203,3,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,22班,2.0,32,孟书敏,兴庆校区-主楼B-203,1,7-8,9-16,兴庆校区-主楼B-203,3,7-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,23班,2.0,32,金新,雁塔校区-病理楼-病北,1,5-6,1-8,雁塔校区-病理楼-病北,3,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,24班,2.0,32,邱雨,雁塔校区-病理楼-病北,1,7-8,1-8,雁塔校区-病理楼-病北,3,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,非全集中授课班,2.0,32,陈永华,创新港校区-5-6106,1,1-8,17-17,创新港校区-5-6106,2,1-8,17-17,创新港校区-5-6106,3,1-8,17-17,创新港校区-5-6106,4,1-8,17-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141014,马克思主义学院,习近平著作选读,非全集中授课班_1,2.0,32,林星,兴庆校区-主楼D-106,1,1-8,17-17,兴庆校区-主楼D-106,2,1-8,17-17,兴庆校区-主楼D-106,3,1-8,17-17,兴庆校区-主楼D-106,4,1-8,17-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141016,马克思主义学院,当代社会思潮辨析,1班,1.0,16,燕连福,兴庆校区-主楼D-106,1,5-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142001,马克思主义学院,建筑创作与规划设计研究（1）,1班,2.0,32,翟斌庆,创新港校区-5-6045,7,5-8,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142021,马克思主义学院,文化遗产保护理论与实践述评,1班,2.0,32,刘怡,创新港校区-5-7109,1,7-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143002,马克思主义学院,中国近现代史基本问题专题,1班,2.0,32,靳小勇,兴庆校区-主楼C-406,2,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143004,马克思主义学院,经济学说史,1班,2.0,32,唐敏,兴庆校区-中2-2248,5,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143006,马克思主义学院,The OBOR Initiative and Global Governance,1班,2.0,32,朱旭,兴庆校区-中2-2240,3,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143007,马克思主义学院,A Study of China’s Reform and Opening-up,1班,2.0,32,范玉仙,兴庆校区-中3-2329,2,5-6,9-16,兴庆校区-中3-2329,4,3-4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143009,马克思主义学院,Studies On Contemporary International Relations and China’s Diplomacy,1班,2.0,32,赵斌,兴庆校区-中2-1207,4,3-6,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143014,马克思主义学院,习近平新时代中国特色社会主义思想专题,重修班,2.0,32,苏玉波,创新港校区-5-5043,1,5-6,9-9,创新港校区-5-4043,1,5-6,10-16,创新港校区-5-5043,3,5-6,9-9,创新港校区-5-4043,3,5-6,10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143015,马克思主义学院,国外马克思主义经典原著精读,1班,2.0,40,杨栋,兴庆校区-中2-2209,2,3-7,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143018,马克思主义学院,教育学概论,1班,1.0,16,杨华,兴庆校区-主楼A-102,2,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143019,马克思主义学院,国外马克思主义意识形态理论研究,1班,1.0,16,王哲,兴庆校区-主楼D-106,2,3-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143020,马克思主义学院,西北革命史专题研究,1班,1.0,16,宋希斌,兴庆校区-中2-2248,2,7-8,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143022,马克思主义学院,政治哲学史专题研究,1班,1.0,16,刘占虎,兴庆校区-主楼A-302,4,5-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143029,马克思主义学院,跨学科的马克思主义研究,1班,2.0,32,梁军,兴庆校区-主楼B-104,4,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143030,马克思主义学院,马克思主义中国化经典文献选读,1班,2.0,32,刘源,兴庆校区-西2东-338,4,3-6,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152001,医学部,心血管病理生理学,1班,2.0,40,张伊,创新港校区-20-3099,5,5-7,1-1,创新港校区-20-3099,5,5-6,2-2,创新港校区-20-3099,5,5-7,3-3,创新港校区-20-3099,5,5-6,4-4,创新港校区-20-4099,5,5-6,5-6,创新港校区-20-3099,5,5-7,7-7,创新港校区-20-3099,5,5-6,8-8,创新港校区-20-3099,5,5-7,9-9,创新港校区-20-3099,5,5-6,10-10,创新港校区-20-3099,5,5-7,11-11,创新港校区-20-3099,5,5-6,12-12,创新港校区-20-3099,5,5-7,13-13,创新港校区-20-3099,5,5-8,14-14
152007,医学部,医学免疫学,2班,2.0,40,王军阳,雁塔校区-病理楼-病北,7,5-8,1-1,雁塔校区-病理楼-病北,7,5-8,4-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152007,医学部,医学免疫学,3班,2.0,40,王军阳,创新港校区-20-4103,5,5-8,1-1,创新港校区-20-4103,5,5-8,4-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152012,医学部,分子遗传学,1班,2.0,40,张宝,创新港校区-20-3099,4,5-6,2-9,创新港校区-20-3099,4,7-8,1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152014,医学部,基因组学,1班,2.0,40,陈腾,雁塔校区-综合楼-304,3,9-10,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152014,医学部,基因组学,2班,2.0,40,陈腾,创新港校区-20-3099,4,1-2,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152017,医学部,现代生物技术,1班,2.0,40,李冬民,雁塔校区-解剖楼-解北,5,9-10,1-1,雁塔校区-解剖楼-解北,5,9-11,2-11,雁塔校区-解剖楼-解北,5,9-10,12-12,雁塔校区-解剖楼-解北,5,9-11,13-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152041,医学部,分子细胞生物学,1班,2.0,40,杨娟,雁塔校区-病理楼-病北,6,5-8,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152041,医学部,分子细胞生物学,2班,2.0,40,杨娟,创新港校区-20-3104,5,1-4,1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152042,医学部,医学遗传学,1班,2.0,40,胡劲松,雁塔校区-病理楼-病北,4,5-8,2-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152042,医学部,医学遗传学,2班,2.0,40,胡劲松,创新港校区-20-3102,5,5-8,2-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152044,医学部,临床流行病学,1班,2.0,40,吴谦,雁塔校区-病理楼-病北,1,9-11,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152044,医学部,临床流行病学,2班,2.0,40,吴谦,雁塔校区-解剖楼-解北,7,5-8,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152044,医学部,临床流行病学,3班,2.0,40,吴谦,雁塔校区-解剖楼-解北,6,1-4,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152050,医学部,医学统计学（混合）,1班,2.0,40,曾令霞,雁塔校区-解剖楼-解北,6,5-8,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152050,医学部,医学统计学（混合）,2班,2.0,40,曾令霞,雁塔校区-病理楼-病北,7,1-4,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152050,医学部,医学统计学（混合）,3班,2.0,40,曾令霞,雁塔校区-解剖楼-解北,3,5-8,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152050,医学部,医学统计学（混合）,4班,2.0,40,曾令霞,创新港校区-20-4104,1,1-4,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152050,医学部,医学统计学（混合）,5班,2.0,40,曾令霞,创新港校区-21-3057,1,1-4,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152069,医学部,环境－基因相互作用研究的流行病学方法,留学生班,2.0,40,宁玉洁,雁塔校区-综合楼-306,1,5-6,5-14,雁塔校区-综合楼-306,5,2-3,5-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152075,医学部,医学科学研究导论,1班,2.0,32,吕海侠,雁塔校区-解剖楼-解北,1,5-6,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152075,医学部,医学科学研究导论,2班,2.0,32,吕海侠,创新港校区-20-4104,2,5-6,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152078,医学部,诺贝尔奖论文剖析,1班,2.0,32,阎春霞,雁塔校区-解剖楼-解北,3,3-4,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152078,医学部,诺贝尔奖论文剖析,2班,2.0,32,阎春霞,创新港校区-20-4104,4,5-6,1-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152078,医学部,诺贝尔奖论文剖析,留学生班,2.0,32,阎春霞,雁塔校区-综合楼-303,1,1-3,5-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152120,医学部,医用生物信息基础,1班,1.0,20,陈艳炯,雁塔校区-综合楼-306,6,5-8,12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152120,医学部,医用生物信息基础,2班,1.0,20,陈艳炯,创新港校区-20-4103,2,1-4,12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152125,医学部,生物分析技术,1班,2.0,40,王嗣岑,雁塔校区-综合楼-304,7,5-8,1-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152125,医学部,生物分析技术,2班,2.0,40,王嗣岑,创新港校区-20-4104,6,5-8,1-5,创新港校区-20-4104,6,5-8,9-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152126,医学部,现代分离技术,1班,2.0,32,曾爱国,雁塔校区-综合楼-304,2,5-7,1-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152126,医学部,现代分离技术,2班,2.0,32,曾爱国,创新港校区-20-4104,5,1-3,1-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152156,医学部,药物设计学,1班,2.0,32,张杰,创新港校区-20-4103,4,1-2,1-6,创新港校区-21-3122,4,1-4,7-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152162,医学部,细胞膜色谱技术,1班,2.0,40,韩省力,创新港校区-20-4100,4,1-2,1-10,创新港校区-20-4100,4,1-4,11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152167,医学部,现代食品安全检测技术,1班,2.0,40,王嗣岑,创新港校区-20-4106,3,5-8,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152173,医学部,医学伦理与人际沟通,1班,1.0,20,王明旭,雁塔校区-病理楼-病北,3,9-10,1-1,雁塔校区-病理楼-病北,3,9-11,2-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152173,医学部,医学伦理与人际沟通,2班,1.0,20,王明旭,雁塔校区-病理楼-病北,5,9-10,1-1,雁塔校区-病理楼-病北,5,9-11,2-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152174,医学部,公共卫生与预防医学,1班,1.0,20,马乐,雁塔校区-解剖楼-解北,2,9-10,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152174,医学部,公共卫生与预防医学,2班,1.0,20,马乐,雁塔校区-解剖楼-解北,4,9-10,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152175,医学部,重点传染病防治知识,1班,1.0,16,何英利,雁塔校区-解剖楼-解北,7,9-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152175,医学部,重点传染病防治知识,2班,1.0,16,何英利,雁塔校区-解剖楼-解北,6,9-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152176,医学部,循证医学,1班,1.0,16,郭卉,雁塔校区-病理楼-病北,6,9-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152176,医学部,循证医学,2班,1.0,16,郭卉,雁塔校区-病理楼-病北,7,9-10,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152177,医学部,卫生法律法规,1班,1.0,20,魏曙光,雁塔校区-病理楼-病北,4,9-11,1-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152177,医学部,卫生法律法规,2班,1.0,20,魏曙光,雁塔校区-病理楼-病北,2,9-11,1-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152178,医学部,药学研究方法,1班,2.0,32,辛敏行,创新港校区-20-4100,3,1-4,1-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
